id,code,name
466,08880,"['动漫', '美术', '基础', '平面', '色彩', '动漫美术基础(二)（平面与色彩）']"
467,08881,"['动画', '编导', '基础', '动画编导基础']"
468,01155,"['角色', '设定', '场景', '设定', '角色设定和场景设定']"
469,01581,"['Flash', '动画设计', 'Flash动画设计']"
470,08882,"['数码', '矢量', '图形', '设计', '数码矢量图形设计']"
471,01156,"['Photoshop', 'Photoshop']"
472,01157,"['Painter', 'Painter']"
473,01160,"['动画', '运动', '规律', '动画运动规律']"
474,01162,"['3DS', 'MAX', '软件', '3DS MAX 软件']"
475,01163,"['MAYA', '软件', 'MAYA 软件']"
476,01164,"['Softimage', 'XSI', '软件', 'Softimage XSI 软件']"
477,01165,"['After', 'effect', 'After effect']"
478,01166,"['Combustion', 'Combustion']"
479,07930,"['动画', '制作', '动画制作']"
480,12656,"['毛泽东思想', '中国', '特色', '社会主义', '理论体系', '概论', '毛泽东思想和中国特色社会主义理论体系概论']"
481,10725,"['生产', '作业管理', '生产作业管理']"
482,04108,"['电工', '电子', '技术', '基础', '电工电子技术基础']"
483,04109,"['电工', '电子', '技术', '基础', '实践', '电工电子技术基础（实践）']"
484,10722,"['计算机', '绘图', 'CAD', '计算机绘图（CAD）']"
485,07743,"['机械设计', '基础', '机械设计基础']"
486,08631,"['求职', '择业', '创业', '指导', '求职择业与创业指导']"
487,10718,"['机械制造', '工艺', '基础', '机械制造工艺基础']"
488,02358,"['单片机', '原理', '应用', '单片机原理与应用']"
489,10726,"['数控机床', '编程', '数控机床与编程（一）']"
490,05875,"['汽车', '发动机', '构造', '维修', '汽车发动机构造与维修']"
491,10723,"['流体', '传动', '控制', '流体传动与控制']"
492,03706,"['思想', '道德修养', '法律', '基础', '思想道德修养与法律基础']"
493,12656,"['毛泽东思想', '中国', '特色', '社会主义', '理论体系', '概论', '毛泽东思想和中国特色社会主义理论体系概论']"
494,00018,"['计算机', '应用', '基础', '计算机应用基础']"
495,00019,"['计算机', '应用', '基础', '实践', '计算机应用基础（实践）']"
496,10428,"['机械制图', 'CAD', '机械制图与CAD']"
497,07743,"['机械设计', '基础', '机械设计基础']"
498,01620,"['模具', '材料', '热处理', '模具材料与热处理']"
499,01621,"['模具', '材料', '热处理', '实践', '模具材料与热处理（实践）']"
500,05664,"['CAD', 'CAM', '软件应用', 'CAD/CAM软件应用']"
501,01628,"['模具', '数控', '加工', '模具数控加工']"
502,01629,"['模具', '数控', '加工', '实践', '模具数控加工（实践）']"
503,05511,"['现代', '模具', '制造', '技术', '现代模具制造技术']"
504,05512,"['现代', '模具', '制造', '技术', '实践', '现代模具制造技术（实践）']"
505,10429,"['模具', '产品设计', '实习', '模具产品设计实习']"
506,01622,"['冷冲压', '工艺', '模具设计', '冷冲压工艺与模具设计']"
507,01623,"['冷冲压', '工艺', '模具设计', '实践', '冷冲压工艺与模具设计（实践）']"
508,02220,"['塑料', '成型', '工艺', '模具设计', '塑料成型工艺与模具设计']"
509,02221,"['塑料', '成型', '工艺', '模具设计', '实践', '塑料成型工艺与模具设计（实践）']"
510,01632,"['压铸模', '及其', '模具', '压铸模及其他模具']"
511,01633,"['压铸模', '及其', '模具', '实践', '压铸模及其他模具（实践）']"
512,01634,"['塑料', '成型', '机械', '塑料成型机械']"
513,01635,"['塑料', '成型', '机械', '实践', '塑料成型机械（实践）']"
514,01636,"['塑料', '成型', '工艺', '塑料成型工艺']"
515,01637,"['塑料', '成型', '工艺', '实践', '塑料成型工艺（实践）']"
516,01639,"['企业', '管理', '技术', '经济', '企业管理与技术经济']"
517,03706,"['思想', '道德修养', '法律', '基础', '思想道德修养与法律基础']"
518,12656,"['毛泽东思想', '中国', '特色', '社会主义', '理论体系', '概论', '毛泽东思想和中国特色社会主义理论体系概论']"
519,04540,"['写作', '基础', '应用', '写作基础与应用']"
520,04108,"['电工', '电子', '技术', '基础', '电工电子技术基础']"
521,11478,"['农村', '电力系统', '农村电力系统']"
522,11479,"['电器设备', '使用', '维护', '电器设备使用与维护']"
523,11333,"['电器设备', '使用', '维护', '实习', '电器设备使用与维护实习']"
524,09439,"['计算机', '实用', '基础', '计算机实用基础']"
525,07743,"['机械设计', '基础', '机械设计基础(一）']"
526,02189,"['机械制造', '基础', '机械制造基础']"
527,08780,"['金工', '实习', '金工实习']"
528,11480,"['汽车', '拖拉机', '构造', '原理', '应用', '汽车拖拉机构造原理与应用']"
529,11334,"['汽车', '拖拉机', '构造', '实习', '汽车拖拉机构造实习']"
530,08214,"['农业机械', '农业机械']"
531,11481,"['农业', '机电工程', '综合', '实习', '农业机电工程综合实习']"
532,12656,"['毛泽东思想', '中国', '特色', '社会主义', '理论体系', '概论', '毛泽东思想和中国特色社会主义理论体系概论']"
533,10725,"['生产', '作业管理', '生产作业管理']"
534,04107,"['机械制图', '机械制图（三）']"
535,10737,"['电子', '技术', '基础', '电子技术基础']"
536,10764,"['电工', '原理', '电工原理（一）']"
537,08631,"['求职', '择业', '创业', '指导', '求职择业与创业指导']"
538,08182,"['自动控制', '原理', '自动控制原理（一）']"
539,10736,"['电气', '测量', '技术', '电气测量技术']"
540,07840,"['微型', '计算机技术', '应用', '微型计算机技术及应用']"
541,10738,"['工厂', '电气设备', '控制', '工厂电气设备控制']"
542,03706,"['思想', '道德修养', '法律', '基础', '思想道德修养与法律基础']"
543,12656,"['毛泽东思想', '中国', '特色', '社会主义', '理论体系', '概论', '毛泽东思想和中国特色社会主义理论体系概论']"
544,04729,"['大学语文', '大学语文']"
545,00012,"['英语', '英语(一)']"
546,00022,"['高等数学', '工专', '高等数学(工专)']"
547,02198,"['线性代数', '线性代数']"
548,04730,"['电子', '技术', '基础', '电子技术基础(三)']"
549,02316,"['计算机', '应用', '技术', '计算机应用技术']"
550,00342,"['高级', '语言', '程序设计', '高级语言程序设计（一）']"
551,02142,"['数据结构', '导论', '数据结构导论']"
552,02318,"['计算机', '组成', '原理', '计算机组成原理']"
553,04732,"['微型', '计算机', '接口技术', '微型计算机及接口技术']"
554,02323,"['操作系统', '概论', '操作系统概论']"
555,02120,"['数据库', '及其', '应用', '数据库及其应用']"
556,02141,"['计算机网络', '技术', '计算机网络技术']"
557,11325,"['计算机', '应用', '课程', '实验', '计算机及应用课程实验（一）']"
558,00040,"['法学', '概论', '法学概论']"
559,03706,"['思想', '道德修养', '法律', '基础', '思想道德修养与法律基础']"
560,12656,"['毛泽东思想', '中国', '特色', '社会主义', '理论体系', '概论', '毛泽东思想和中国特色社会主义理论体系概论']"
561,00012,"['英语', '英语(一)']"
562,00022,"['高等数学', '工专', '高等数学(工专)']"
563,02198,"['线性代数', '线性代数']"
564,02348,"['电子', '测量', '电子测量']"
565,08679,"['电路', '分析', '基础', '电路分析基础']"
566,02585,"['模拟', '电子', '技术', '基础', '模拟电子技术基础']"
567,02344,"['数字电路', '数字电路']"
568,02345,"['数字电路', '实践', '数字电路（实践）']"
569,02342,"['非线性', '电子电路', '非线性电子电路']"
570,02277,"['微型', '计算机', '原理', '应用', '微型计算机原理及应用']"
571,02275,"['计算机', '基础', '程序设计', '计算机基础与程序设计']"
572,05575,"['电视', '原理', '电视原理']"
573,05576,"['电视', '原理', '实践', '电视原理（实践）']"
574,11358,"['电子', '技术', '课程设计', '电子技术课程设计']"
575,11361,"['电子', '技术', '课程', '实验', '电子技术课程实验']"
576,00040,"['法学', '概论', '法学概论']"
577,03706,"['思想', '道德修养', '法律', '基础', '思想道德修养与法律基础']"
578,12656,"['毛泽东思想', '中国', '特色', '社会主义', '理论体系', '概论', '毛泽东思想和中国特色社会主义理论体系概论']"
579,00018,"['计算机', '应用', '基础', '计算机应用基础']"
580,00019,"['计算机', '应用', '基础', '实践', '计算机应用基础（实践）']"
581,04107,"['机械制图', '机械制图（三）']"
582,01665,"['计算机', '绘图', '计算机绘图']"
583,02189,"['机械制造', '基础', '机械制造基础']"
584,02190,"['机械制造', '基础', '实践', '机械制造基础（实践）']"
585,04109,"['电工', '电子', '技术', '基础', '实践', '电工电子技术基础（实践）']"
586,03634,"['数控技术', '数控技术']"
587,02609,"['互换性', '原理', '测量', '技术', '基础', '互换性原理与测量技术基础']"
588,04115,"['数控机床', '数控机床']"
589,01667,"['数控', '加工', '工艺', '设备', '数控加工工艺及设备']"
590,04119,"['数控', '加工', '编程', '操作', '实践', '数控加工编程与操作（实践）']"
591,10430,"['数控机床', 'PLC', '控制', '调试', '数控机床PLC控制与调试']"
592,03395,"['数控机床', '故障诊断', '维护', '数控机床故障诊断与维护']"
593,04117,"['CAD', 'CAM', 'CAD/CAM']"
594,03706,"['思想', '道德修养', '法律', '基础', '思想道德修养与法律基础']"
595,12656,"['毛泽东思想', '中国', '特色', '社会主义', '理论体系', '概论', '毛泽东思想和中国特色社会主义理论体系概论']"
596,00012,"['英语', '英语（一）']"
597,00022,"['高等数学', '工专', '高等数学（工专）']"
598,00181,"['广告学', '广告学（一）']"
599,00098,"['国际', '市场', '营销学', '国际市场营销学']"
600,00177,"['消费', '心理学', '消费心理学']"
601,00178,"['市场', '调查', '预测', '市场调查与预测']"
602,00089,"['国际贸易', '国际贸易']"
603,00018,"['计算机', '应用', '基础', '计算机应用基础']"
604,00019,"['计算机', '应用', '基础', '实践', '计算机应用基础（实践）']"
605,00896,"['电子商务', '概论', '电子商务概论']"
606,00897,"['电子商务', '概论', '实践', '电子商务概论（实践）']"
607,00894,"['计算机', '网络', '技术', '基础', '计算机与网络技术基础']"
608,00895,"['计算机', '网络', '技术', '基础', '实践', '计算机与网络技术基础（实践）']"
609,02318,"['计算机', '组成', '原理', '计算机组成原理']"
610,09016,"['移动', '通信', '原理', '应用', '移动通信原理与应用']"
611,03333,"['电子政务', '概论', '电子政务概论']"
612,03334,"['电子政务', '概论', '实践', '电子政务概论（实践）']"
613,03706,"['思想', '道德修养', '法律', '基础', '思想道德修养与法律基础']"
614,12656,"['毛泽东思想', '中国', '特色', '社会主义', '理论体系', '概论', '毛泽东思想和中国特色社会主义理论体系概论']"
615,00012,"['英语', '英语（一）']"
616,00022,"['高等数学', '工专', '高等数学（工专）']"
617,02316,"['计算机', '应用', '技术', '计算机应用技术']"
618,02317,"['计算机', '应用', '技术', '实践', '计算机应用技术（实践）']"
619,02323,"['操作系统', '概论', '操作系统概论']"
620,02236,"['可编程', '控制器', '原理', '应用', '可编程控制器原理与应用']"
621,02141,"['计算机网络', '技术', '计算机网络技术']"
622,02318,"['计算机', '组成', '原理', '计算机组成原理']"
623,06143,"['电路', '基础', '电路基础']"
624,06144,"['电路', '基础', '实践', '电路基础（实践）']"
625,12730,"['嵌入式', 'LINUX', '应用', '编程', '嵌入式LINUX应用编程']"
626,12731,"['嵌入式', 'LINUX', '应用', '编程', '实践', '嵌入式LINUX应用编程（实践）']"
627,12732,"['ARM', '结构', '程序开发', '入门', 'ARM结构与程序开发入门']"
628,12733,"['ARM', '结构', '程序开发', '入门', '实践', 'ARM结构与程序开发入门（实践）']"
629,00342,"['高级', '语言', '程序设计', '高级语言程序设计（一）']"
630,00343,"['高级', '语言', '程序设计', '实践', '高级语言程序设计（一）（实践）']"
631,02120,"['数据库', '及其', '应用', '数据库及其应用']"
632,02121,"['数据库', '及其', '应用', '实践', '数据库及其应用（实践）']"
633,02234,"['电子', '技术', '基础', '电子技术基础（一）']"
634,02235,"['电子', '技术', '基础', '实践', '电子技术基础（一）（实践）']"
636,03706,"['思想', '道德修养', '法律', '基础', '思想道德修养与法律基础']"
638,12656,"['毛泽东思想', '中国', '特色', '社会主义', '理论体系', '概论', '毛泽东思想和中国特色社会主义理论体系概论']"
639,04729,"['大学语文', '大学语文']"
640,00022,"['高等数学', '工专', '高等数学(工专)']"
641,02391,"['工程力学', '工程力学(二)']"
642,02386,"['土木工程', '制图', '土木工程制图']"
643,02393,"['结构力学', '结构力学(一)']"
644,02387,"['工程', '测量', '工程测量']"
645,02394,"['房屋', '建筑学', '房屋建筑学']"
646,02395,"['房屋', '建筑学', '实践', '房屋建筑学（实践）']"
647,02389,"['建筑材料', '建筑材料']"
648,02396,"['混凝土', '砌体', '结构', '混凝土及砌体结构']"
649,02398,"['土力学', '地基基础', '土力学与地基基础']"
650,02400,"['建筑施工', '建筑施工(一)']"
651,00018,"['计算机', '应用', '基础', '计算机应用基础']"
652,00019,"['计算机', '应用', '基础', '实践', '计算机应用基础（实践）']"
653,11357,"['工民建', '课程设计', '工民建课程设计']"
654,11356,"['工民建', '课程', '实验', '工民建课程实验']"
655,11355,"['工民建', '生产', '实习', '工民建生产实习']"
656,00040,"['法学', '概论', '法学概论']"
657,03706,"['思想', '道德修养', '法律', '基础', '思想道德修养与法律基础\u3000']"
658,12656,"['毛泽东思想', '中国', '特色', '社会主义', '理论体系', '概论', '毛泽东思想和中国特色社会主义理论体系概论']"
659,04729,"['大学语文', '大学语文']"
660,00018,"['计算机', '应用', '基础', '计算机应用基础\u3000']"
661,00019,"['计算机', '应用', '基础', '实践', '计算机应用基础（实践）']"
662,05735,"['医学', '基础', '总论', '医学基础总论']"
663,05736,"['医学', '基础', '总论', '实践', '医学基础总论（实践）']"
664,05737,"['基础', '化学', '基础化学\u3000']"
665,05738,"['基础', '化学', '实践', '基础化学（实践）']"
666,05739,"['生物化学', '生物化学（四）']"
667,05740,"['生物化学', '实践', '生物化学（四）实践']"
668,05741,"['微生物', '食品', '微生物', '微生物与食品微生物\u3000']"
669,05742,"['微生物', '食品', '微生物', '实践', '微生物与食品微生物（实践）']"
670,05743,"['基础', '营养学', '基础营养学\u3000']"
671,05744,"['食品', '加工', '保藏', '食品加工与保藏（专）']"
672,05745,"['人体', '营养', '人体营养\u3000']"
673,05746,"['食品', '卫生学', '食品卫生学\u3000']"
674,05747,"['临床医学', '总论', '临床医学总论\u3000']"
675,05748,"['疾病', '营养', '防治', '疾病的营养防治']"
676,05749,"['中医', '营养学', '基础', '中医营养学基础\u3000']"
677,05750,"['食品卫生', '法规', '监督', '食品卫生法规与监督']"
678,05751,"['烹饪', '膳食', '管理', '基础', '烹饪与膳食管理基础']"
679,05752,"['烹饪', '膳食', '管理', '基础', '实践', '烹饪与膳食管理基础（实践）']"
680,00988,"['食品', '营养学', '食品营养学\u3000']"
681,03706,"['思想', '道德修养', '法律', '基础', '思想道德修养与法律基础']"
682,12656,"['毛泽东思想', '中国', '特色', '社会主义', '理论体系', '概论', '毛泽东思想和中国特色社会主义理论体系概论']"
683,04729,"['大学语文', '大学语文']"
684,00012,"['英语', '英语(一)']"
685,00022,"['高等数学', '工专', '高等数学(工专)']"
686,00041,"['基础', '会计学', '基础会计学']"
687,00144,"['企业', '管理', '概论', '企业管理概论']"
688,02316,"['计算机', '应用', '技术', '计算机应用技术']"
689,02384,"['计算机', '原理', '计算机原理']"
690,00342,"['高级', '语言', '程序设计', '高级语言程序设计(一)']"
691,04754,"['电子商务', '电子政务', '电子商务与电子政务']"
692,02120,"['数据库', '及其', '应用', '数据库及其应用']"
693,02141,"['计算机网络', '技术', '计算机网络技术']"
694,02382,"['管理信息系统', '管理信息系统']"
695,02651,"['计算机信息', '处理', '综合', '作业', '计算机信息处理综合作业']"
696,11354,"['计算机信息', '管理', '课程', '实验', '计算机信息管理课程实验(一)']"
697,00040,"['法学', '概论', '法学概论']"
698,03706,"['思想', '道德修养', '法律', '基础', '思想道德修养与法律基础']"
699,12656,"['毛泽东思想', '中国', '特色', '社会主义', '理论体系', '概论', '毛泽东思想和中国特色社会主义理论体系概论']"
700,00277,"['行政管理学', '行政管理学']"
701,00341,"['公文', '写作', '处理', '公文写作与处理']"
702,03331,"['公共事业', '管理', '公共事业管理']"
703,00261,"['行政法学', '行政法学']"
704,03349,"['政府', '经济', '管理', '概论', '政府经济管理概论']"
705,00346,"['办公自动化', '原理', '应用', '办公自动化原理及应用']"
706,00347,"['办公自动化', '原理', '应用', '实践', '办公自动化原理及应用（实践）']"
707,03332,"['政府', '信息资源管理', '政府信息资源管理']"
708,03333,"['电子政务', '概论', '电子政务概论']"
709,03334,"['电子政务', '概论', '实践', '电子政务概论（实践）']"
710,02382,"['管理信息系统', '管理信息系统']"
711,02383,"['管理信息系统', '实践', '管理信息系统（实践）']"
712,02316,"['计算机', '应用', '技术', '计算机应用技术']"
713,02317,"['计算机', '应用', '技术', '实践', '计算机应用技术（实践）']"
714,00012,"['英语', '英语（一）']"
715,02120,"['数据库', '及其', '应用', '数据库及其应用']"
716,02121,"['数据库', '及其', '应用', '实践', '数据库及其应用（实践）']"
717,00509,"['机关', '管理', '机关管理']"
718,00108,"['工商', '行政管理学', '概论', '工商行政管理学概论']"
719,00034,"['社会学', '概论', '社会学概论']"
720,00312,"['政治学', '概论', '政治学概论']"
721,03706,"['思想', '道德修养', '法律', '基础', '思想道德修养与法律基础']"
722,12656,"['毛泽东思想', '中国', '特色', '社会主义', '理论体系', '概论', '毛泽东思想和中国特色社会主义理论体系概论']"
723,04729,"['大学语文', '大学语文']"
724,05868,"['职业道德', '礼仪', '职业道德与礼仪']"
725,05869,"['汽车', '应用', '英语', '汽车应用英语']"
726,00018,"['计算机', '应用', '基础', '计算机应用基础']"
727,00019,"['计算机', '应用', '基础', '实践', '计算机应用基础（实践）']"
728,05870,"['汽车', '售后服务', '管理', '汽车售后服务管理']"
729,05871,"['汽车', '营销', '技术', '汽车营销技术']"
730,05872,"['汽车', '营销', '案例', '分析', '汽车营销案例分析']"
731,05873,"['汽车保险', '理赔', '汽车保险与理赔']"
732,05874,"['汽车保险', '理赔', '实践', '汽车保险与理赔（实践）']"
733,05875,"['汽车', '发动机', '构造', '维修', '汽车发动机构造与维修']"
734,05876,"['汽车', '发动机', '构造', '维修', '实践', '汽车发动机构造与维修（实践）']"
735,05877,"['汽车底盘', '构造', '维修', '汽车底盘构造与维修']"
736,05878,"['汽车底盘', '构造', '维修', '实践', '汽车底盘构造与维修（实践）']"
737,05879,"['汽车', '电气设备', '维修', '汽车电气设备与维修']"
738,05880,"['汽车', '电气设备', '维修', '实践', '汽车电气设备与维修（实践）']"
739,05881,"['汽车', '诊断', '维修', '汽车诊断与维修']"
740,05882,"['汽车', '诊断', '维修', '实践', '汽车诊断与维修（实践）']"
741,03706,"['思想', '道德修养', '法律', '基础', '思想道德修养与法律基础']"
742,12656,"['毛泽东思想', '中国', '特色', '社会主义', '理论体系', '概论', '毛泽东思想和中国特色社会主义理论体系概论']"
743,04540,"['写作', '基础', '应用', '写作基础与应用']"
744,07492,"['农村', '政策法规', '农村政策法规']"
745,03971,"['经济学', '基础', '经济学基础']"
746,07481,"['管理学', '基础', '管理学基础']"
747,07787,"['会计学', '原理', '会计学原理']"
748,07389,"['财务报表', '分析', '财务报表分析']"
749,08114,"['财务', '管理学', '财务管理学(一)']"
750,11383,"['乡镇企业', '生产', '管理', '乡镇企业生产管理']"
751,00333,"['乡镇', '资源', '开发', '环境保护', '乡镇资源开发与环境保护']"
752,00332,"['乡镇经济', '管理', '乡镇经济管理']"
753,11382,"['乡镇企业', '经营', '管理', '乡镇企业经营管理']"
754,11332,"['乡镇企业', '管理', '案例', '分析', '乡镇企业管理案例分析']"
755,11384,"['乡镇企业', '管理', '社会', '调查报告', '乡镇企业管理社会调查报告']"
756,03706,"['思想', '道德修养', '法律', '基础', '思想道德修养与法律基础']"
757,12656,"['毛泽东思想', '中国', '特色', '社会主义', '理论体系', '概论', '毛泽东思想和中国特色社会主义理论体系概论']"
758,04540,"['写作', '基础', '应用', '写作基础与应用']"
759,07492,"['农村', '政策法规', '农村政策法规']"
760,11335,"['农村', '经济', '调查报告', '农村经济调查报告']"
761,07481,"['管理学', '基础', '管理学基础']"
762,07787,"['会计学', '原理', '会计学原理']"
763,02827,"['农村', '企事业', '会计', '农村企事业会计']"
764,08114,"['财务', '管理学', '财务管理学（一）']"
765,07389,"['财务报表', '分析', '财务报表分析']"
766,00944,"['审计', '审计']"
767,11336,"['审计', '案例', '分析', '审计案例分析']"
768,04534,"['财政', '农村金融', '财政与农村金融']"
769,03172,"['农业', '经济学', '农业经济学(二)']"
770,11482,"['农业', '财会', '审计', '综合', '实习', '农业财会与审计综合实习']"
771,03706,"['思想', '道德修养', '法律', '基础', '思想道德修养与法律基础']"
772,12656,"['毛泽东思想', '中国', '特色', '社会主义', '理论体系', '概论', '毛泽东思想和中国特色社会主义理论体系概论']"
773,04729,"['大学语文', '大学语文']"
774,02864,"['微生物学', '免疫学', '基础', '微生物学与免疫学基础']"
775,02901,"['病理学', '病理学']"
776,03179,"['生物化学', '生物化学(三)']"
777,02903,"['药理学', '药理学(一)']"
778,02997,"['护理学', '基础', '护理学基础']"
779,02998,"['内科', '护理学', '内科护理学(一)']"
780,03001,"['外科', '护理学', '外科护理学(一)']"
781,03002,"['妇产科', '护理学', '妇产科护理学(一)']"
782,02113,"['医学', '心理学', '医学心理学']"
783,00488,"['健康', '教育学', '健康教育学']"
784,02996,"['护理', '伦理学', '护理伦理学']"
785,03000,"['营养学', '营养学']"
786,02899,"['生理学', '生理学']"
787,11369,"['护理学', '临床实践', '护理学临床实践']"
788,00040,"['法学', '概论', '法学概论']"
789,03709,"['马克思主义', '基本原理', '概论', '马克思主义基本原理概论']"
790,00054,"['管理学', '原理', '管理学原理']"
791,04183,"['概率论', '数理统计', '经管类', '概率论与数理统计（经管类）']"
792,04184,"['线性代数', '经管类', '线性代数（经管类）']"
793,00067,"['财务', '管理学', '财务管理学']"
794,00149,"['国际贸易', '理论', '实务', '国际贸易理论与实务']"
795,00070,"['政府', '事业单位', '会计', '政府与事业单位会计']"
796,00058,"['市场', '营销学', '市场营销学']"
797,00051,"['管理系统', '计算机', '应用', '管理系统中计算机应用']"
798,00052,"['管理系统', '计算机', '应用', '实践', '管理系统中计算机应用（实践）']"
799,00068,"['外国', '财政', '外国财政']"
800,00069,"['国际', '税收', '国际税收']"
801,11381,"['财政', '税务', '实习', '财政与税务实习']"
802,06999,"['毕业论文', '毕业论文']"
803,00015,"['英语', '英语(二)']"
804,11389,"['财税', '财税史']"
805,03403,"['国有资产', '管理', '国有资产管理']"
806,00062,"['税收管理', '税收管理']"
807,00999,"['政府', '预算', '管理', '政府预算管理']"
808,00060,"['财政学', '财政学']"
809,00009,"['政治经济学', '财经类', '政治经济学(财经类)']"
810,00041,"['基础', '会计学', '基础会计学']"
811,00246,"['国际', '经济法', '概论', '国际经济法概论']"
812,03709,"['马克思主义', '基本原理', '概论', '马克思主义基本原理概论']"
813,04183,"['概率论', '数理统计', '经管类', '概率论与数理统计（经管类）']"
814,04184,"['线性代数', '经管类', '线性代数（经管类）']"
815,00051,"['管理系统', '计算机', '应用', '管理系统中计算机应用']"
816,00052,"['管理系统', '计算机', '应用', '实践', '管理系统中计算机应用（实践）']"
817,00078,"['银行', '会计学', '银行会计学']"
818,00079,"['保险学', '原理', '保险学原理']"
819,00107,"['现代', '管理学', '现代管理学']"
820,00150,"['金融', '理论', '实务', '金融理论与实务']"
821,00054,"['管理学', '原理', '管理学原理']"
822,00058,"['市场', '营销学', '市场营销学']"
823,00076,"['国际金融', '国际金融']"
824,00067,"['财务', '管理学', '财务管理学']"
825,06999,"['毕业论文', '毕业论文']"
826,00015,"['英语', '英语(二)']"
827,00040,"['法学', '概论', '法学概论']"
828,00896,"['电子商务', '概论', '电子商务概论']"
829,05678,"['金融法', '金融法']"
830,00066,"['货币', '银行学', '货币银行学']"
831,00060,"['财政学', '财政学']"
832,00073,"['银行信贷', '管理学', '银行信贷管理学']"
833,00009,"['政治经济学', '财经类', '政治经济学(财经类)']"
834,00041,"['基础', '会计学', '基础会计学']"
835,00246,"['国际', '经济法', '概论', '国际经济法概论']"
836,03709,"['马克思主义', '基本原理', '概论', '马克思主义基本原理概论']"
837,05844,"['国际', '商务英语', '国际商务英语']"
838,04183,"['概率论', '数理统计', '经管类', '概率论与数理统计（经管类）']"
839,04184,"['线性代数', '经管类', '线性代数（经管类）']"
840,00097,"['外贸英语', '写作', '外贸英语写作']"
841,00096,"['外刊', '经贸', '知识', '选读', '外刊经贸知识选读']"
842,00896,"['电子商务', '概论', '电子商务概论']"
843,00055,"['企业', '会计学', '企业会计学']"
844,07788,"['国际', '结算', '国际结算']"
845,00100,"['国际', '运输', '保险', '国际运输与保险']"
846,00051,"['管理系统', '计算机', '应用', '管理系统中计算机应用']"
847,00052,"['管理系统', '计算机', '应用', '实践', '管理系统中计算机应用（实践）']"
848,00098,"['国际', '市场', '营销学', '国际市场营销学']"
849,11465,"['现代', '公司', '管理', '现代公司管理']"
850,00102,"['世界市场', '行情', '世界市场行情']"
851,06999,"['毕业论文', '毕业论文']"
852,00009,"['政治经济学', '财经类', '政治经济学(财经类)']"
853,00089,"['国际贸易', '国际贸易']"
854,00090,"['国际贸易', '实务', '国际贸易实务(一)']"
855,00076,"['国际金融', '国际金融']"
856,00091,"['国际', '商法', '国际商法']"
857,00024,"['普通', '逻辑', '普通逻辑']"
867,04183,"['概率论', '数理统计', '经管类', '概率论与数理统计（经管类）']"
868,04184,"['线性代数', '经管类', '线性代数（经管类）']"
869,00015,"['英语', '英语(二)']"
870,00154,"['企业', '管理', '咨询', '企业管理咨询']"
871,00149,"['国际贸易', '理论', '实务', '国际贸易理论与实务']"
872,00067,"['财务', '管理学', '财务管理学']"
873,00151,"['企业', '经营', '战略', '企业经营战略']"
874,00150,"['金融', '理论', '实务', '金融理论与实务']"
875,00152,"['组织', '行为学', '组织行为学']"
876,00054,"['管理学', '原理', '管理学原理']"
877,00051,"['管理系统', '计算机', '应用', '管理系统中计算机应用']"
878,00052,"['管理系统', '计算机', '应用', '实践', '管理系统中计算机应用（实践）']"
879,11390,"['工商企业', '管理', '实习', '工商企业管理实习']"
880,06999,"['毕业论文', '毕业论文']"
881,00055,"['企业', '会计学', '企业会计学']"
882,00145,"['生产', '作业管理', '生产与作业管理']"
883,00144,"['企业', '管理', '概论', '企业管理概论']"
884,00009,"['政治经济学', '财经类', '政治经济学(财经类)']"
885,00058,"['市场', '营销学', '市场营销学']"
886,00246,"['国际', '经济法', '概论', '国际经济法概论']"
887,03709,"['马克思主义', '基本原理', '概论', '马克思主义基本原理概论']"
888,00043,"['经济法', '概论', '财经类', '经济法概论（财经类）']"
889,00051,"['管理系统', '计算机', '应用', '管理系统中计算机应用']"
890,00052,"['管理系统', '计算机', '应用', '实践', '管理系统中计算机应用（实践）']"
891,00102,"['世界市场', '行情', '世界市场行情']"
892,00184,"['市场', '营销策划', '市场营销策划']"
893,00186,"['国际', '商务谈判', '国际商务谈判']"
894,03291,"['人际关系', '人际关系学']"
895,10511,"['销售', '团队', '管理', '销售团队管理']"
896,00067,"['财务', '管理学', '财务管理学']"
897,00151,"['企业', '经营', '战略', '企业经营战略']"
898,00149,"['国际贸易', '理论', '实务', '国际贸易理论与实务']"
899,10512,"['销售', '管理', '毕业论文', '销售管理毕业论文']"
900,00015,"['英语', '英语（二）']"
901,00183,"['消费', '经济学', '消费经济学']"
902,00055,"['企业', '会计学', '企业会计学']"
903,00181,"['广告学', '广告学（一）']"
904,03708,"['中国', '近现代史', '纲要', '中国近现代史纲要']"
905,03708,"['中国', '近现代史', '纲要', '中国近现代史纲要']"
906,03709,"['马克思主义', '基本原理', '概论', '马克思主义基本原理概论']"
907,00034,"['社会学', '概论', '社会学概论']"
908,00315,"['当代', '中国', '政治', '制度', '当代中国政治制度']"
909,00316,"['西方', '政治', '制度', '西方政治制度']"
910,01848,"['公务员', '制度', '公务员制度']"
911,00318,"['公共政策', '公共政策']"
912,00319,"['行政', '组织', '理论', '行政组织理论']"
913,00320,"['领导', '科学', '领导科学']"
914,00261,"['行政法学', '行政法学']"
915,06999,"['毕业论文', '毕业论文']"
916,00015,"['英语', '英语（二）']"
917,00024,"['普通', '逻辑', '普通逻辑']"
918,00067,"['财务', '管理学', '财务管理学']"
919,00144,"['企业', '管理', '概论', '企业管理概论']"
